nom_estab,codigo_act,nombre_act,alcaldia,latitud,longitud,sector_v1
CONSULTORIO DE MEDICINA FAMILIAR,621111,Consultorios de medicina general del sector privado,Cuauhtémoc,19.41626454,-99.16252645,privado
CONSULTORIO DE MEDICINA GENARAL SIN NOMBRE,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.34863994,-99.10075686,privado
CONSULTORIO DE MEDICINA GENERAL,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.3343365,-99.02545012,privado
CONSULTORIO DE MEDICINA GENERAL,621111,Consultorios de medicina general del sector privado,Tláhuac,19.22401779,-98.96556283,privado
CONSULTORIO DE MEDICINA GENERAL,621111,Consultorios de medicina general del sector privado,Álvaro Obregón,19.38917034,-99.21548131,privado
CONSULTORIO DE MEDICINA GENERAL,621111,Consultorios de medicina general del sector privado,Milpa Alta,19.21604272,-98.99488705,privado
CONSULTORIO DE MEDICINA GENERAL,621111,Consultorios de medicina general del sector privado,Azcapotzalco,19.463555,-99.16902092,privado
CONSULTORIO DE MEDICINA GENERAL,621111,Consultorios de medicina general del sector privado,Coyoacán,19.31324553,-99.16604864,privado
CONSULTORIO DE MEDICINA GENERAL,621111,Consultorios de medicina general del sector privado,Coyoacán,19.32106236,-99.10962165,privado
CONSULTORIO DE MEDICINA GENERAL,621111,Consultorios de medicina general del sector privado,Gustavo A. Madero,19.48987892,-99.12054236,privado
CONSULTORIO DE MEDICINA GENERAL,621111,Consultorios de medicina general del sector privado,Gustavo A. Madero,19.49139908,-99.13176172,privado
CONSULTORIO DE MEDICINA GENERAL,621111,Consultorios de medicina general del sector privado,Gustavo A. Madero,19.49795267,-99.07471039,privado
CONSULTORIO DE MEDICINA GENERAL,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.3685152,-99.12765719,privado
CONSULTORIO DE MEDICINA GENERAL,621111,Consultorios de medicina general del sector privado,Iztacalco,19.39462157,-99.12008595,privado
CONSULTORIO DE MEDICINA GENERAL,621111,Consultorios de medicina general del sector privado,Cuauhtémoc,19.41263696,-99.16324026,privado
CONSULTORIO DE MEDICINA GENERAL,621111,Consultorios de medicina general del sector privado,Cuauhtémoc,19.40590839,-99.16563476,privado
CONSULTORIO DE MEDICINA GENERAL,621111,Consultorios de medicina general del sector privado,Xochimilco,19.26437736,-99.1322769,privado
CONSULTORIO DE MEDICINA GENERAL,621111,Consultorios de medicina general del sector privado,Benito Juárez,19.37627084,-99.186414,privado
CONSULTORIO DE MEDICINA GENERAL ACUPUNTURA SIN NOMBRE,621111,Consultorios de medicina general del sector privado,Tlalpan,19.29681467,-99.1395065,privado
CONSULTORIO DE MEDICINA GENERAL DRA BRENDA GUTIERREZ,621111,Consultorios de medicina general del sector privado,Xochimilco,19.25751919,-99.13030381,privado
CONSULTORIO DE MEDICINA GENERAL SAN MIGUEL,621111,Consultorios de medicina general del sector privado,Tláhuac,19.22463465,-98.96476956,privado
CONSULTORIO DE MEDICINA GENERAL SIN NOMBRE,621111,Consultorios de medicina general del sector privado,Álvaro Obregón,19.39705896,-99.19360332,privado
CONSULTORIO DE MEDICINA GENERAL SIN NOMBRE,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.31969523,-99.07211543,privado
CONSULTORIO DE MEDICINA GENERAL SIN NOMBRE,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.34007491,-99.10889358,privado
CONSULTORIO DE MEDICINA GENERAL SIN NOMBRE,621111,Consultorios de medicina general del sector privado,Coyoacán,19.34435222,-99.13604547,privado
CONSULTORIO DE MEDICINA GENERAL SIN NOMBRE,621111,Consultorios de medicina general del sector privado,Gustavo A. Madero,19.47621915,-99.14373207,privado
CONSULTORIO DE MEDICINA GENERAL SIN NOMBRE,621111,Consultorios de medicina general del sector privado,Benito Juárez,19.3950035,-99.17387342,privado
CONSULTORIO DE MEDICINA GENERAL SIN NOMBRE,621111,Consultorios de medicina general del sector privado,Benito Juárez,19.39830455,-99.1542374,privado
CONSULTORIO DE MEDICINA GENERAL SIN NOMBRE,621111,Consultorios de medicina general del sector privado,Benito Juárez,19.37134863,-99.14474418,privado
CONSULTORIO DE MEDICINA GENERAL SIN NOMBRE,621111,Consultorios de medicina general del sector privado,Benito Juárez,19.37907103,-99.16125099,privado
CONSULTORIO DE MEDICINA GENERAL SIN NOMBRE,621111,Consultorios de medicina general del sector privado,Miguel Hidalgo,19.43584521,-99.18801821,privado
CONSULTORIO DE MEDICINA GENERAL SIN NOMBRE,621111,Consultorios de medicina general del sector privado,Miguel Hidalgo,19.43675522,-99.21016434,privado
CONSULTORIO DE MEDICINA GENERAL SIN NOMBRE,621111,Consultorios de medicina general del sector privado,Miguel Hidalgo,19.43724527,-99.17641358,privado
CONSULTORIO DE MEDICINA GENERAL SIN NOMBRE,621111,Consultorios de medicina general del sector privado,Venustiano Carranza,19.41873956,-99.10610123,privado
CONSULTORIO DE MEDICINA GENERAL Y CIRUGIA SIN NOMBRE,621111,Consultorios de medicina general del sector privado,Venustiano Carranza,19.43802351,-99.11132611,privado
CONSULTORIO DE MEDICINA GENERAL Y ESPECIALIDADES,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.34552722,-99.01118185,privado
CONSULTORIO DE MEDICINA GENERAL Y GINECOLOGIA,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.35542437,-99.10973948,privado
CONSULTORIO DE MEDICINA GENERAL Y SEXOLOGIA SIN NOMBRE,621111,Consultorios de medicina general del sector privado,Miguel Hidalgo,19.43679547,-99.18794925,privado
CONSULTORIO DE MEDICINA INTEGRAL,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.32539598,-99.10188744,privado
CONSULTORIO DE MEDICINA INTEGRAL,621111,Consultorios de medicina general del sector privado,Tláhuac,19.28659873,-99.03266315,privado
CONSULTORIO DE MEDICINA Y NUTRICION,621111,Consultorios de medicina general del sector privado,Azcapotzalco,19.46362849,-99.16836741,privado
CONSULTORIO DE MEDICO DIANA,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.38720098,-99.05532817,privado
CONSULTORIO DE MEDICO SIN NOMBRE,621111,Consultorios de medicina general del sector privado,Coyoacán,19.34854415,-99.14575342,privado
CONSULTORIO DE MEDICOS,621111,Consultorios de medicina general del sector privado,Benito Juárez,19.38236219,-99.1898432,privado
CONSULTORIO DE NUTRICION,621111,Consultorios de medicina general del sector privado,Miguel Hidalgo,19.43586275,-99.18304077,privado
CONSULTORIO DE SIMILIAR,621111,Consultorios de medicina general del sector privado,Cuauhtémoc,19.45623387,-99.12872885,privado
CONSULTORIO DEL DOCTOR SIMI,621111,Consultorios de medicina general del sector privado,Cuauhtémoc,19.41126591,-99.15095801,privado
CONSULTORIO DEL DOLOR Y LA COLUMNA,621111,Consultorios de medicina general del sector privado,Gustavo A. Madero,19.46929166,-99.13152873,privado
CONSULTORIO DEL DR RIOS,621111,Consultorios de medicina general del sector privado,Tláhuac,19.29710164,-99.04514292,privado
CONSULTORIO DENTAL SIN NOMBRE,621111,Consultorios de medicina general del sector privado,Benito Juárez,19.38586082,-99.13684253,privado
CONSULTORIO DISPENSARIO,621111,Consultorios de medicina general del sector privado,Gustavo A. Madero,19.51899822,-99.15684472,privado
CONSULTORIO DOCTOR BENJA,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.32568515,-99.05768885,privado
CONSULTORIO DOCTOR CHAPUL,621111,Consultorios de medicina general del sector privado,Tlalpan,19.27044709,-99.17557921,privado
CONSULTORIO DOCTOR GALINDO,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.32763858,-99.06599031,privado
CONSULTORIO DOCTOR MIRANDA,621111,Consultorios de medicina general del sector privado,Tlalpan,19.29939176,-99.16526952,privado
CONSULTORIO DOCTOR RAUL FERNANDO ALVAREZ COLOCURIS,621111,Consultorios de medicina general del sector privado,Benito Juárez,19.38402894,-99.18501469,privado
CONSULTORIO DOCTOR SIMI,621111,Consultorios de medicina general del sector privado,Cuauhtémoc,19.40568143,-99.17046226,privado
CONSULTORIO DR ANDRADE,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.36510218,-99.13737343,privado
CONSULTORIO DR GUALBERTO MATEOS,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.35787151,-99.08518048,privado
CONSULTORIO DR. ANTONIO BAENA,621111,Consultorios de medicina general del sector privado,Azcapotzalco,19.48336421,-99.18600817,privado
CONSULTORIO DR. MAYA,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.35155377,-99.06221425,privado
CONSULTORIO DRA MARIELA,621111,Consultorios de medicina general del sector privado,Gustavo A. Madero,19.51642218,-99.13753295,privado
CONSULTORIO EL TRIUNFO,621111,Consultorios de medicina general del sector privado,Tlalpan,19.27729686,-99.22839221,privado
CONSULTORIO EN COMODATO,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.3029524,-99.07067781,privado
CONSULTORIO ESPECIALIDADES ANAHUAC,621111,Consultorios de medicina general del sector privado,Gustavo A. Madero,19.47062694,-99.08966082,privado
CONSULTORIO ESPECIALISTA EN MEDICINA INTEGRADA EN EL ADULTO MAYOR,621111,Consultorios de medicina general del sector privado,Gustavo A. Madero,19.49552794,-99.09791837,privado
CONSULTORIO FARMA SI,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.33814952,-99.0592387,privado
CONSULTORIO FARMACEUTICO SIN NOMBRE,621111,Consultorios de medicina general del sector privado,Tláhuac,19.30727653,-99.04408629,privado
CONSULTORIO FARMACIA 123,621111,Consultorios de medicina general del sector privado,Tlalpan,19.29956551,-99.10592534,privado
CONSULTORIO FARMACIA ACUARIO,621111,Consultorios de medicina general del sector privado,Álvaro Obregón,19.32822381,-99.28641608,privado
CONSULTORIO FARMACIA ANGELES,621111,Consultorios de medicina general del sector privado,Iztacalco,19.39568334,-99.10204718,privado
CONSULTORIO FARMACIA EL REAL,621111,Consultorios de medicina general del sector privado,Azcapotzalco,19.47817456,-99.2016897,privado
CONSULTORIO FARMACIA LA GENEROSA,621111,Consultorios de medicina general del sector privado,Miguel Hidalgo,19.45726472,-99.18723474,privado
CONSULTORIO FARMACIA PETROLERA,621111,Consultorios de medicina general del sector privado,Azcapotzalco,19.4828226,-99.1992602,privado
CONSULTORIO FARMACIA SIMILAR,621111,Consultorios de medicina general del sector privado,Gustavo A. Madero,19.54159124,-99.13806533,privado
CONSULTORIO FARMACIA SIMILARES,621111,Consultorios de medicina general del sector privado,Tlalpan,19.28650381,-99.21872015,privado
CONSULTORIO FARMACIAS CRISTO MEDICO,621111,Consultorios de medicina general del sector privado,Tlalpan,19.27976465,-99.19509981,privado
CONSULTORIO FARMACIAS DEL AHORRO,621111,Consultorios de medicina general del sector privado,Cuauhtémoc,19.43298055,-99.14115354,privado
CONSULTORIO FARMACIAS SIMILARES,621111,Consultorios de medicina general del sector privado,Tláhuac,19.23199175,-98.99480134,privado
CONSULTORIO FARMACIAS SIMILARES FUNDACION BEST,621111,Consultorios de medicina general del sector privado,Coyoacán,19.32165077,-99.1058142,privado
CONSULTORIO FARMAGENT,621111,Consultorios de medicina general del sector privado,Coyoacán,19.31454891,-99.10341633,privado
CONSULTORIO FUNDACION BEST,621111,Consultorios de medicina general del sector privado,Xochimilco,19.26404646,-99.10637475,privado
CONSULTORIO FUNDACION BEST,621111,Consultorios de medicina general del sector privado,Gustavo A. Madero,19.45369909,-99.08631101,privado
CONSULTORIO FUNDACION BEST,621111,Consultorios de medicina general del sector privado,Tlalpan,19.2755919,-99.20794801,privado
CONSULTORIO FUNDACION BEST,621111,Consultorios de medicina general del sector privado,Tlalpan,19.20096457,-99.14097513,privado
CONSULTORIO FUNDACION BET,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.32808978,-99.10423651,privado
CONSULTORIO G.I.,621111,Consultorios de medicina general del sector privado,Xochimilco,19.26141698,-99.1026899,privado
CONSULTORIO GENERAL,621111,Consultorios de medicina general del sector privado,Gustavo A. Madero,19.49424388,-99.09558555,privado
CONSULTORIO GENERAL,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.37429117,-99.11979193,privado
CONSULTORIO GENERAL,621111,Consultorios de medicina general del sector privado,Cuauhtémoc,19.44296333,-99.13519422,privado
CONSULTORIO GENERAL DE FARMACIAS GENERICOS Y SIMILARES,621111,Consultorios de medicina general del sector privado,Álvaro Obregón,19.32861877,-99.25538756,privado
CONSULTORIO GENERAL SIN NOMBRE,621111,Consultorios de medicina general del sector privado,Miguel Hidalgo,19.43659255,-99.18873271,privado
CONSULTORIO GENERICOS,621111,Consultorios de medicina general del sector privado,Azcapotzalco,19.46500253,-99.18049228,privado
CONSULTORIO GENERICOS PHARMA,621111,Consultorios de medicina general del sector privado,Coyoacán,19.33146488,-99.16862376,privado
CONSULTORIO GENESIS,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.32850014,-98.97244128,privado
CONSULTORIO GI,621111,Consultorios de medicina general del sector privado,Tlalpan,19.28745526,-99.1848075,privado
CONSULTORIO GI,621111,Consultorios de medicina general del sector privado,Tláhuac,19.28953148,-99.00548064,privado
CONSULTORIO GI,621111,Consultorios de medicina general del sector privado,Tláhuac,19.28513216,-98.99421896,privado
CONSULTORIO GI,621111,Consultorios de medicina general del sector privado,Azcapotzalco,19.49451743,-99.17856545,privado
CONSULTORIO GI,621111,Consultorios de medicina general del sector privado,Cuajimalpa de Morelos,19.35392307,-99.30778852,privado
CONSULTORIO GI,621111,Consultorios de medicina general del sector privado,Cuajimalpa de Morelos,19.36706025,-99.2880811,privado
CONSULTORIO GI,621111,Consultorios de medicina general del sector privado,Cuajimalpa de Morelos,19.36473993,-99.2928237,privado
CONSULTORIO HHS,621111,Consultorios de medicina general del sector privado,Gustavo A. Madero,19.54512653,-99.12550714,privado
CONSULTORIO IAN,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.35432435,-99.09899362,privado
CONSULTORIO INTEGRAL SALUD,621111,Consultorios de medicina general del sector privado,Gustavo A. Madero,19.49240682,-99.13998392,privado
CONSULTORIO INTEGRAL SIN NOMBRE,621111,Consultorios de medicina general del sector privado,Xochimilco,19.24996996,-99.07123706,privado
CONSULTORIO KARLA FABIOLA SOLIS SOLIS,621111,Consultorios de medicina general del sector privado,Benito Juárez,19.38757752,-99.17751312,privado
CONSULTORIO LA GENEROSA,621111,Consultorios de medicina general del sector privado,Miguel Hidalgo,19.40417787,-99.18635196,privado
CONSULTORIO LA LUZ,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.37396993,-99.11904681,privado
CONSULTORIO LOMAS,621111,Consultorios de medicina general del sector privado,Gustavo A. Madero,19.5707607,-99.13166048,privado
CONSULTORIO LOS AMIGOS,621111,Consultorios de medicina general del sector privado,Azcapotzalco,19.48012715,-99.15680914,privado
CONSULTORIO MEDECO ALTERNATIVO,621111,Consultorios de medicina general del sector privado,Gustavo A. Madero,19.49089805,-99.10870501,privado
CONSULTORIO MEDI,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.33982267,-99.06137924,privado
CONSULTORIO MEDICI,621111,Consultorios de medicina general del sector privado,Iztapalapa,19.36024093,-99.12468356,privado
CONSULTORIO MEDICINA BARIATRICA,621111,Consultorios de medicina general del sector privado,Cuauhtémoc,19.44520733,-99.14164957,privado
CONSULTORIO MEDICINA CIRUGIA GENERAL,621111,Consultorios de medicina general del sector privado,Álvaro Obregón,19.34190577,-99.20111423,privado
CONSULTORIO MEDICINA FAMILIAR,621111,Consultorios de medicina general del sector privado,Xochimilco,19.26346242,-99.09868021,privado
CONSULTORIO MEDICINA FAMILIAR,621111,Consultorios de medicina general del sector privado,Gustavo A. Madero,19.45259376,-99.05223845,privado
